name,xPos,xposName,Match type,access,latest,owner,statisticalSector,questionnaire,geographicCoverage,sampleSize,disaggregationAge,disaggregationLocation,sourceType,url
Previous TIN obtained under a different name ,3,Data Series,,,,,,Section A - Contact Information About Legal Entity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Previously issued a TIN ,3,Data Series,,,,,,Section A - Contact Information About Legal Entity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Principal Employer's Name ,3,Data Series,,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Description of Activity ,3,Data Series,Close Match,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Description of Activity ,3,Data Series,Narrow Match,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
When withholdolding tax begins ,3,Data Series,,,,,,Schedule 2: Registration for PAYE and withouseholdoldind of tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Branch Name ,3,Data Series,Close Match,,,,,Section I - Appllicant's Financial Institution,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Financial Card ,3,Data Series,Narrow Match,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Stamp Duty ,3,Data Series,,,,,,Section C - Type of Applicant and Tax Type,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Class ,3,Data Series,Narrow Match,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
"Business Name of Partnership, Corporation or Trust ",3,Data Series,Narrow Match,,,,,"Section D - Partnership, Corporate and Trusts Information",,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Passport ,3,Data Series,,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Place of Birth ,3,Data Series,,,,,,Section B - Birth and Citizenship and Purpose of Registration,,100,Actual,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Designation/ Registration ,3,Data Series,Close Match,,,,,Section G - Referee ( This application must be referenced by a taxpayer whose TIN is active),,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Entity Type ,3,Data Series,Narrow Match,,,,,"Section D - Partnership, Corporate and Trusts Information",,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Have you previously applied for or been issued a TIN? ,3,Data Series,Close Match,,,,,Section A - Name and Address,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
VAT ,3,Data Series,,,,,,Section C - Type of Applicant and Tax Type,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Foreign Payments ,3,Data Series,Narrow Match,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Foreign Payments ,3,Data Series,Exact Match,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Entity Subtype ,3,Data Series,Close Match,,,,,Section C - Type of Applicant and Tax Type,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Class ,3,Data Series,Exact Match,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Property Income ,3,Data Series,,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Foreign Payments ,3,Data Series,,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Visa ,3,Data Series,,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Designation/ Registration ,3,Data Series,,,,,,Section G - Referee ( This application must be referenced by a taxpayer whose TIN is active),,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
b) VAT ,3,Data Series,,,,,,Section B - Birth and Citizenship and Purpose of Registration,,100,Actual,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Bank Name ,3,Data Series,,,,,,Section I - Appllicant's Financial Institution,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Principle holding company resident in Uganda ,3,Data Series,,,,,,Section B - Registering a Subsidiary,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Drivers Permit ,3,Data Series,,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Business Income from a sole Proprietorship or Family Run Business ,3,Data Series,,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
"Business Name of Partnership, Corporation or Trust ",3,Data Series,,,,,,"Section D - Partnership, Corporate and Trusts Information",,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Division ,3,Data Series,,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Business address same as home address? ,3,Data Series,,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Employer's TIN ,3,Data Series,,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Interest in dividends ,3,Data Series,,,,,,Schedule 2: Registration for PAYE and withouseholdoldind of tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Designation/ Relationship ,3,Data Series,,,,,,Section F - Alternate Contact,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Contractor/ Sub-contractor ,3,Data Series,,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
"Has an existing TIN, Enter Number ",3,Data Series,,,,,,Section F - Alternate Contact,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Voters Card ,3,Data Series,,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Employment ,3,Data Series,,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Employees for salary and wages ,3,Data Series,,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Date Business Started ,3,Data Series,,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Official Designantion in an Entity ,3,Data Series,,,,,,Schedule 3: Persons associated with Entity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Entity Type ,3,Data Series,,,,,,"Section D - Partnership, Corporate and Trusts Information",,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Entity's Legal Name ,3,Data Series,,,,,,Section A - Contact Information About Legal Entity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Gaming ,3,Data Series,,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Entity an NGO ,3,Data Series,,,,,,Schedule 1: Tax Exemptions,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Enter Referee's TIN ,3,Data Series,,,,,,Section G - Referee ( This application must be referenced by a taxpayer whose TIN is active),,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
e) Local Excise ,3,Data Series,,,,,,Section B - Birth and Citizenship and Purpose of Registration,,100,Actual,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Gaming Tax Exemption ,3,Data Series,,,,,,Schedule 1: Tax Exemptions,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Contractor or Sub-Contractor ,3,Data Series,,,,,,Schedule 2: Registration for PAYE and withouseholdoldind of tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
d) Imports/Exports ,3,Data Series,,,,,,Section B - Birth and Citizenship and Purpose of Registration,,100,Actual,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Date Entity was Established/ Started ,3,Data Series,,,,,,Section A - Contact Information About Legal Entity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Organisations ,3,Data Series,,,,,,Schedule 3: Persons associated with Entity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Gaming Tax Registration ,3,Data Series,,,,,,Section C - Type of Applicant and Tax Type,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Business Name ,3,Data Series,,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Country of Birth ,3,Data Series,,,,,,Section B - Birth and Citizenship and Purpose of Registration,,100,Actual,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Financial Card ,3,Data Series,,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Qualified to withouseholdold tax ? ,3,Data Series,,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Bilingual Examination ,3,Data Series,,,,,,,,100,,,,https://ura.go.ug/csvFile.do?dispatch=load
Branch Name ,3,Data Series,,,,,,Section I - Appllicant's Financial Institution,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Entity Subtype ,3,Data Series,,,,,,Section C - Type of Applicant and Tax Type,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
c) Stamp Duty ,3,Data Series,,,,,,Section B - Birth and Citizenship and Purpose of Registration,,100,Actual,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Business Registration Certificate Number ,3,Data Series,,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Citizenship ,3,Data Series,,,,,,Section B - Birth and Citizenship and Purpose of Registration,,100,Actual,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Date withouseholdolding will commence ,3,Data Series,,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Imports/ Exports ,3,Data Series,,,,,,Section C - Type of Applicant and Tax Type,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Income Sources ,3,Data Series,,,,,,Section D - Sources Of Income And Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Individuals ,3,Data Series,,,,,,Schedule 3: Persons associated with Entity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Number of Documents ,3,Data Series,,,,,,Section E - Attatchments,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Personal TIN of Office Holder ,3,Data Series,,,,,,Schedule 3: Persons associated with Entity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Qualify to withouseholdold tax ,3,Data Series,,,,,,Section D - Sources Of Income And Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
TIN ,3,Data Series,,,,,,"Section D - Partnership, Corporate and Trusts Information",,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
TIN of Organisation ,3,Data Series,,,,,,Schedule 3: Persons associated with Entity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Date,3,Data Series,,,,,,,,100,,,,https://ura.go.ug/csvFile.do?dispatch=load
Examination Appeal,3,Data Series,,,,,,,,100,,,,https://ura.go.ug/csvFile.do?dispatch=load
Examination location ,3,Data Series,,,,,,,,100,,,,https://ura.go.ug/csvFile.do?dispatch=load
Length of examination,3,Data Series,,,,,,,,100,,,,https://ura.go.ug/csvFile.do?dispatch=load
Location,3,Data Series,,,,,,,,100,,,,https://ura.go.ug/csvFile.do?dispatch=load
Master Entry ,3,Data Series,,,,,,,,100,,,,https://ura.go.ug/csvFile.do?dispatch=load
Materials to bring to the examination,3,Data Series,,,,,,,,100,,,,https://ura.go.ug/csvFile.do?dispatch=load
Post-Examination Work,3,Data Series,,,,,,,,100,,,,https://ura.go.ug/csvFile.do?dispatch=load
Examination location ,3,Data Series,Broad Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Time,3,Data Series,Narrow Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Master Entry ,3,Data Series,Broad Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Pre-Examination Work ,3,Data Series,Narrow Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Students Information ,3,Data Series,Broad Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Social worker III/IV Job simulation sample exam,3,Data Series,Narrow Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Bilingual Examination ,3,Data Series,Broad Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Result- Processing,3,Data Series,Narrow Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Written examination,3,Data Series,Broad Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Structured oral examination,3,Data Series,Broad Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Date,3,Data Series,Narrow Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Examination Appeal,3,Data Series,Narrow Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Length of examination,3,Data Series,Narrow Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Post-Examination Work,3,Data Series,Narrow Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Materials to bring to the examination,3,Data Series,Broad Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Bilingual Examination ,3,Data Series,Narrow Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Location,3,Data Series,Broad Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Materials to bring to the examination,3,Data Series,Narrow Match,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Students Information ,3,Data Series,,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Structured oral examination,3,Data Series,,,,,,,,100,None,1st level admin area,,http://uneb.ac.ug/
Country of manufacture ,3,Data Series,Broad Match,,,,,,,100,None,1st level admin area,,http://www.nda.or.ug/ug/smenu/15/Information-Technology-Unit.html
Manufacturer/ Name ,3,Data Series,Broad Match,,,,,,,100,None,1st level admin area,,http://www.nda.or.ug/ug/smenu/15/Information-Technology-Unit.html
Supplier ,3,Data Series,Narrow Match,,,,,,,100,None,1st level admin area,,http://www.nda.or.ug/ug/smenu/15/Information-Technology-Unit.html
Number of packs ,3,Data Series,Broad Match,,,,,,,100,None,1st level admin area,,http://www.nda.or.ug/ug/smenu/15/Information-Technology-Unit.html
Country of manufacture ,3,Data Series,,,,,,,,100,None,1st level admin area,,http://www.nda.or.ug/ug/smenu/15/Information-Technology-Unit.html
Manufacturer/ Name ,3,Data Series,,,,,,,,100,None,1st level admin area,,http://www.nda.or.ug/ug/smenu/15/Information-Technology-Unit.html
Supplier ,3,Data Series,,,,,,,,100,None,1st level admin area,,http://www.nda.or.ug/ug/smenu/15/Information-Technology-Unit.html
Procurement type/ method ,3,Data Series,Broad Match,,,,,,,100,None,None,,http://gpp.ppda.go.ug/
Procuring/ Disposing entity ,3,Data Series,Broad Match,,,,,,,100,None,None,,http://gpp.ppda.go.ug/
